Afghanistan	Herat	34.352865	62.2040287
Afghanistan	Herat	34.4274119	62.215754
Afghanistan	Kabol	34.5553494	69.207486
Afghanistan	Kabul	34.4737998	69.1447081
Afghanistan	Kabul	34.5553494	69.207486
Afghanistan	N/A	32.5483564	65.9511993
Afghanistan	N/A	32.666404	65.9036295
Afghanistan	N/A	33.0501546	65.0868788
Åland Islands	Mariehamn	60.0970945	19.9348339
Åland Islands	N/A	59.9908011	19.7164135
Åland Islands	N/A	60.117903	19.8786466
Åland Islands	N/A	60.1522174	19.9486167
Albania	Durrës	41.3245904	19.4564686
Albania	Durrës	N/A	N/A
Albania	Elbasan	41.11023	20.0866554
Albania	Fier	40.727504	19.5627596
Albania	Koplik	42.2130591	19.4437591
Albania	Kosovë	40.3025559	20.3941836
Albania	Lezhë	41.786073	19.6460758
Albania	N/A	40.5349946	20.2832217
Albania	N/A	41.5937675	19.9973244
Albania	Shkodër	42.0692985	19.5032559
Albania	Shtërmen	41.0069133	20.0151897
Albania	Tirana	41.3275459	19.8186982
Albania	Tiranë	41.3275459	19.8186982
Albania	Vlorë	40.150096	19.8067916
Albania	Vlorë	40.4660668	19.491356
Algeria	Aflou	34.1074864	2.1008486
Algeria	Aine Madi	33.7946585	2.2999821
Algeria	Aïn Smara	36.2831875	6.471658
Algeria	Algiers	36.7266729	3.0814946
Algeria	Algiers	36.7312717	3.0876783
Algeria	Algiers	36.7497677	3.0488564
Algeria	Algiers	36.753768	3.0587561
Algeria	Algiers	36.7537703	3.0587927
Algeria	Amizour	36.6421159	4.903334
Algeria	Annaba	36.9264582	7.7525352
Algeria	Baba Hassen	36.713801	2.9968577
Algeria	Bab Ezzouar	36.7206251	3.1854975
Algeria	Baraki	36.6672951	3.0985796
Algeria	Batna	35.5610218	6.1739116
Algeria	Béchar	31.6167026	-2.2194864
Algeria	Béchar	31.6182492	-2.2143231
Algeria	Béjaïa	36.7508896	5.0567333
Algeria	Béjaïa	N/A	N/A
Algeria	Beni Saf	35.3004743	-1.3710402
Algeria	Birkhadem	36.7162726	3.0425977
Algeria	Birtouta	36.6460945	3.0476046
Algeria	Biskra	34.8370347	5.7510475
Algeria	Blida	36.4757929	2.8297576
Algeria	Blida	36.4798683	2.8005677
Algeria	Blida	36.5291612	2.9775558
Algeria	Boghni	36.5410545	3.9558753
Algeria	Bordj El Kiffan	36.747187	3.190432
Algeria	Bouira	36.37763	3.8962348
Algeria	Bourouba	36.7117069	3.1152484
Algeria	Bouzareah	36.7816379	3.0125674
Algeria	Chéraga	36.6900763	2.9565936
Algeria	Chéraga	36.7623459	2.9225893
Algeria	Chihani	36.6309261	7.8503951
Algeria	Chlef	36.147424	1.3083685
Algeria	Constantine	36.360155	6.642433
Algeria	Dar El Beïda	36.7060145	3.2281983
Algeria	Debila	33.5148096	6.9525328
Algeria	Dellys	36.8783599	3.9368439
Algeria	Dely Ibrahim	36.7528506	2.9800558
Algeria	Djelfa	34.6751691	3.2684215
Algeria	Douéra	36.6490943	2.9275836
Algeria	El Abadia	36.2733492	1.6566377
Algeria	El Achour	36.6414571	2.7775777
Algeria	El Achour	36.7285583	2.9825559
Algeria	El Affroun	36.4404969	2.6090043
Algeria	El Attaf	36.2184385	1.7052325
Algeria	El Guerrara	32.7900544	4.4922215
Algeria	El-Harrach	36.7029047	3.1428341
Algeria	El Khroub	36.2714408	6.6851982
Algeria	El Marsa	36.8111249	3.2448731
Algeria	El Mouradia	36.7497677	3.0488564
Algeria	Gdyel	35.8052667	-0.4691097
Algeria	Ghardaïa	32.4902246	3.6738412
Algeria	Guelma	36.458976	7.4327273
Algeria	Hadjout	36.5124409	2.4141276
Algeria	Hammamet	35.4512851	7.9538378
Algeria	Hydra	36.7409507	3.0250778
Algeria	Khemis El Khechna	36.6385933	3.3288183
Algeria	Koléa	36.6432441	2.7708021
Algeria	Kouba	36.7266729	3.0814946
Algeria	Laghouat	33.7972551	2.8694065
Algeria	Maadid	35.7999025	4.7484518
Algeria	Mascara	35.3974554	0.1388446
Algeria	Mazagran	35.8879489	0.0606637
Algeria	Mecheria	33.5442772	-0.2762707
Algeria	Médéa	36.2853847	2.7680247
Algeria	Mila	36.4512301	6.2535257
Algeria	Mostaganem	36.0131235	0.1401381
Algeria	Mouzaïa	36.4713985	2.6785092
Algeria	N/A	24.0982893	3.743509
Algeria	N/A	28.0000	3.0000
Algeria	N/A	35.7339361	0.5588787
Algeria	N/A	N/A	N/A
Algeria	Nedroma	35.0097474	-1.7490143
Algeria	Oran	35.6970697	-0.6307988
Algeria	Oran	35.6976541	-0.6337376
Algeria	Ouargla	32.1677808	4.976654
Algeria	Ouled Fayet	36.7358191	2.9509785
Algeria	Oum el Bouaghi	35.873056	7.1197867
Algeria	Raïs Hamidou	36.8112925	3.0100658
Algeria	Redjas	36.4283192	6.1235425
Algeria	Relizane	35.7339361	0.5588787
Algeria	Rouïba	36.7259091	3.2885455
Algeria	Rouina	36.2384198	1.8220818
Algeria	Saïda	34.8412014	0.1484305
Algeria	Sétif	36.1969027	5.4150871
Algeria	Sidi Aissa	35.8147768	3.7029002
Algeria	Sidi Bel Abbès	35.2022249	-0.6298922
Algeria	Sidi Okba	34.7849283	5.9198387
Algeria	Skikda	36.8715199	6.9101806
Algeria	Sougueur	35.1781601	1.4966619
Algeria	Souk-Ahras	36.2695872	7.9483898
Algeria	Tamanrasset	22.7888209	5.5258107
Algeria	Tébessa	35.4142494	8.101092
Algeria	Thenia	36.7399281	3.5509074
Algeria	Tiaret	35.3673553	1.3220322
Algeria	Tipaza	36.6178786	2.3912362
Algeria	Tissemsilt	35.6015182	1.8074586
Algeria	Tizi Ouzou	36.617812	4.315422
Algeria	Tizi Ouzou	36.7021906	4.0593255
Algeria	Tlemcen	34.8884062	-1.3180042
Algeria	Zeralda	36.6946148	2.8277963
Algeria	وهران	35.6970697	-0.6307988
American Samoa	Fagasa	-14.2870471	-170.7179767
American Samoa	N/A	N/A	N/A
Andorra	Andorra la Vella	42.5063174	1.5218355
Andorra	Encamp	42.5194138	1.6566377
Andorra	Encamp	42.5362652	1.5830224
Andorra	Escaldes-Engordany	42.4909379	1.5886966
Andorra	Escaldes-Engordany	42.5100804	1.5387862
Andorra	La Massana	42.545625	1.5147392
Andorra	Ordino	42.5556547	1.5330732
Andorra	Ordino	42.5994433	1.5402327
Andorra	Santa Coloma	42.4952157	1.4984765
Andorra	Sant Julià de Lòria	42.4529631	1.4918235
Andorra	Sant Julià de Lòria	42.4657861	1.4921277
Andorra	Sispony	42.5340788	1.5155674
Angola	Benguela	-12.5905158	13.416501
