10.13087	The Korea Society of Environmental Restoration Technology
10.13088	Korea Intelligent Information System Society
10.13089	Korea Institute of Information Security and Cryptology
10.1309	American Society for Clinical Pathology
10.131	Thomas Land Publishers, Inc.
10.13101	Japan Society of Erosion Control Engineering
10.13102	Universidade Estadual de Feira de Santana
10.13103	The Korean Society of Food Hygiene an Safety
10.13104	Korean Society of Magnetic Resonance in Medicine (KAMJE)
10.13105	World Journal of Meta-Analysis
10.13106	Korea Distribution Science Association
10.13107	Indian Orthopaedic Research Group
10.13108	Institute of Mathematics USC RAS
10.13109	Vandenhoeck & Ruprecht GmbH & Co, KG
10.1311	Wayne State University Press
10.13111	INCAS - National Institute for Aerospace Research Elie Carafoli
10.13112	Croatian Medical Association
10.13113	Cedrus
10.13114	Mediterranean Journal of Humanities
10.13115	Revista Dialogos
10.13156	BioOne - Arachnology
10.13157	BioOne - Ardeola
10.13158	BioOne - Herzogia
10.13159	Siirt Universitesi Sosyal Bilimler Enstitusu Dergisi
10.1316	The Research Institute of Chosun Natural Science
10.13161	Korean Institute of Building Information Modeling
10.13162	Health Reform Observer - Observatoire des Reformes de Sante
10.13163	Proceedings of Science Open Reviewed
10.13164	Brno University of Technology
10.13165	Mykolas Romeris University
10.13166	Wyzsza Szkola Gospodarki Euroregionalnej im. Alcide de Gasperi w Jozefowie
10.13167	Faculty of Civil Engineering Osijek
10.13168	Institute of Rock Structure and Mechanics, AS CR
10.13169	Pluto Journals
10.1317	Institute of Postgraduate Studies, Syiah Kuala University
10.13171	Mediterranean Journal of Chemistry
10.13172	Open Access Publishing London
10.13173	Harrassowitz Publishing House
10.13174	Military Institute of Aviation Medicine
10.13175	Southwest Journal of Pulmonary and Critical Care
10.13176	Journal of Pattern Recognition Research
10.13177	Institute of Public Administration and Politics - Icelandic Review of Politics and Administration
10.13178	Journal of Nursing Practice Applications and Reviews of Research
10.13179	Borderless Scicence Publishing
10.1318	CLAWAR Association Limited
10.13181	Faculty of Medicine, Universitas Indonesia
10.13182	American Nuclear Society
10.13183	Swedish Science Pioneers
10.13184	Fundacion de Ciencias de al Salud
10.13185	Ateneo de Manila University
10.13186	Eastern Group Psychotherapy Society
10.13187	Academic Publishing House Researcher
10.13188	Avens Publishing Group
10.13189	Horizon Research Publishing Co., Ltd.
10.1331	American Pharmacists Association
10.1332	The Policy Press
10.1345	Harvey Whitney Books Co.
10.1346	Clay Minerals Society
10.1347	Uitgeverij Boom
10.1348	Wiley Blackwell (British Psychological Society)
10.1349	Dartmouth College Library Press
10.135	Vathek Publishing
10.1351	International Union of Pure and Applied Chemistry
10.1352	American Association on Intellectual and Developmental Disabilities
10.1353	Muse - Johns Hopkins University Press
10.1354	American College of Veterinary Pathologists
10.1355	Institute of Southeast Asian Studies
10.1357	Journal of Marine Research/Yale
10.1358	Thomson Reuters (Prous Science)
10.1359	Wiley Blackwell (American Society Bone & Mineral Research)
10.136	Science in China Press
10.1361	Springer - ASM International
10.1362	Westburn Publishers
10.1363	Guttmacher Institute
10.1364	The Optical Society
10.1365	Springer Fachmedien Wiesbaden GmbH
10.1366	Society for Applied Spectroscopy
10.1367	Elsevier - Ambulatory Pediatric Associates
10.1368	BioOne (Society of Protozoologists)
10.1369	Journal of Histochemistry & Cytochemistry
10.137	Annals of Family Medicine
10.1371	Public Library of Science
10.1372	Muse - College Literature
10.1373	American Association for Clinical Chemistry
10.1374	Muse - Gallaudet University Press
10.1375	Cambridge University Press (Australian Academic Press)
10.1376	Muse - Penn State Press
10.1377	Project Hope
10.1378	American College of Chest Physicians
10.1379	Springer - Cell Stress Society International
